04c85c09251fc600,1400626637597,-122.2289766,37.4867646,0.0,0.0,0.0,20.0
04c85c09251fc600,1400626700311,-122.2287559,37.486881,-18.0,0.0,0.0,14.0
04c85c09251fc600,1400626757245,-122.2289408,37.4867684,0.0,0.0,0.0,20.0
04c85c09251fc600,1400626817275,-122.2287527,37.4868757,-19.0,0.0,0.0,9.0
04c85c09251fc600,1400626877856,-122.2289385,37.4867577,0.0,0.0,0.0,20.0
04c85c09251fc600,1400626937225,-122.2287557,37.4868685,-19.0,0.0,0.0,3.9
04c85c09251fc600,1400626997254,-122.2289521,37.4867702,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627059313,-122.2287539,37.4868571,-19.0,0.0,0.0,21.0
04c85c09251fc600,1400627121140,-122.2289564,37.486757,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627185323,-122.2287524,37.486862,-18.0,0.0,0.0,16.0
04c85c09251fc600,1400627262961,-122.2289435,37.4867557,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627305335,-122.228761,37.4868561,-18.0,0.0,0.0,96.0
04c85c09251fc600,1400627382928,-122.2289679,37.486762,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627470311,-122.228767,37.4868656,-17.0,0.0,0.0,14.0
04c85c09251fc600,1400627527036,-122.2289669,37.4867547,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627651313,-122.2287713,37.4868665,-17.0,0.0,0.0,15.0
04c85c09251fc600,1400627707744,-122.2289788,37.4867333,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627770346,-122.2287675,37.4868707,-17.0,0.0,0.0,15.0
04c85c09251fc600,1400627919997,-122.2289294,37.4867382,0.0,0.0,0.0,20.0
04c85c09251fc600,1400627951321,-122.2287619,37.4868692,-17.0,0.0,0.0,18.0
04c85c09251fc600,1400628040297,-122.2289498,37.4867474,0.0,0.0,0.0,20.0
04c85c09251fc600,1400628070364,-122.2287635,37.486865,-17.0,0.0,0.0,17.0
04c85c09251fc600,1400628100999,-122.2289386,37.4867587,0.0,0.0,0.0,20.0
04c85c09251fc600,1400628131371,-122.2287663,37.4868622,-17.0,0.0,0.0,19.0
04c85c09251fc600,1400628220452,-122.2289587,37.4867706,0.0,0.0,0.0,20.0
04c85c09251fc600,1400628251739,-122.2287633,37.4868627,-17.0,0.0,0.0,13.0
04c85c09251fc600,1400628340971,-122.2289532,37.4867555,0.0,0.0,0.0,20.0
04c85c09251fc600,1400628431972,-122.2283979,37.4866141,-40.0,0.0,0.0,25.0
04c85c09251fc600,1400628467449,-122.2289627,37.4867629,0.0,0.0,0.0,20.0
